"order_id","customer_id","restaurant_id","order_time","delivery_time","status","cuisine","city","rating","signup_date","item_id","quantity","price","line_revenue"
O00363,C0156,R071,2024-01-19 00:00:00.000,2024-01-19 01:03:00.000,Delivered,Thai,Liverpool,4.8,2023-07-24,M0086,3,15.24,45.72
O00364,C0725,R028,2023-09-01 00:00:00.000,2023-09-01 01:00:00.000,Late,American,Liverpool,3.5,2022-12-08,M0134,2,27.71,55.42
O00364,C0725,R028,2023-09-01 00:00:00.000,2023-09-01 01:00:00.000,Late,American,Liverpool,3.5,2022-12-08,M0271,3,29.91,89.73
O00365,C1400,R120,2023-05-18 00:00:00.000,2023-05-18 00:43:00.000,Delivered,Mexican,Leeds,3.7,2022-10-21,M0348,1,33.37,33.37
O00365,C1400,R120,2023-05-18 00:00:00.000,2023-05-18 00:43:00.000,Delivered,Mexican,Leeds,3.7,2022-10-21,M0151,1,32.07,32.07
O00366,C0481,R095,2023-09-13 00:00:00.000,2023-09-13 00:45:00.000,Delivered,Indian,Bristol,3.1,2023-04-07,M0161,3,8.03,24.09
O00366,C0481,R095,2023-09-13 00:00:00.000,2023-09-13 00:45:00.000,Delivered,Indian,Bristol,3.1,2023-04-07,M0187,3,7.55,22.65
O00366,C0481,R095,2023-09-13 00:00:00.000,2023-09-13 00:45:00.000,Delivered,Indian,Bristol,3.1,2023-04-07,M0003,1,15.51,15.51
O00367,C0424,R030,2024-03-22 00:00:00.000,2024-03-22 00:53:00.000,Delivered,Italian,Bristol,5.0,2023-09-03,M0213,2,5.40,10.80
O00367,C0424,R030,2024-03-22 00:00:00.000,2024-03-22 00:53:00.000,Delivered,Italian,Bristol,5.0,2023-09-03,M0379,2,10.17,20.34
O00368,C1267,R046,2024-03-03 00:00:00.000,2024-03-03 00:51:00.000,Delivered,Mexican,Leeds,4.4,2023-05-05,M0327,3,19.93,59.79
O00368,C1267,R046,2024-03-03 00:00:00.000,2024-03-03 00:51:00.000,Delivered,Mexican,Leeds,4.4,2023-05-05,M0227,2,24.84,49.68
O00368,C1267,R046,2024-03-03 00:00:00.000,2024-03-03 00:51:00.000,Delivered,Mexican,Leeds,4.4,2023-05-05,M0168,3,26.03,78.09
O00368,C1267,R046,2024-03-03 00:00:00.000,2024-03-03 00:51:00.000,Delivered,Mexican,Leeds,4.4,2023-05-05,M0307,1,24.25,24.25
O00369,C0246,R118,2024-02-03 00:00:00.000,2024-02-03 00:33:00.000,Delivered,Thai,Manchester,3.7,2023-02-13,M0102,2,32.81,65.62
O00369,C0246,R118,2024-02-03 00:00:00.000,2024-02-03 00:33:00.000,Delivered,Thai,Manchester,3.7,2023-02-13,M0165,3,16.01,48.03
O00369,C0246,R118,2024-02-03 00:00:00.000,2024-02-03 00:33:00.000,Delivered,Thai,Manchester,3.7,2023-02-13,M0013,1,27.42,27.42
O00370,C1258,R001,2023-12-13 00:00:00.000,2023-12-13 01:23:00.000,Late,Indian,Manchester,3.4,2022-11-18,M0261,2,5.84,11.68
O00370,C1258,R001,2023-12-13 00:00:00.000,2023-12-13 01:23:00.000,Late,Indian,Manchester,3.4,2022-11-18,M0328,1,12.52,12.52
O00370,C1258,R001,2023-12-13 00:00:00.000,2023-12-13 01:23:00.000,Late,Indian,Manchester,3.4,2022-11-18,M0081,1,12.23,12.23
O00370,C1258,R001,2023-12-13 00:00:00.000,2023-12-13 01:23:00.000,Late,Indian,Manchester,3.4,2022-11-18,M0048,3,38.31,114.93
O00371,C0988,R048,2024-05-05 00:00:00.000,2024-05-05 00:25:00.000,Late,Thai,Manchester,4.6,2023-05-30,M0194,1,29.56,29.56
O00371,C0988,R048,2024-05-05 00:00:00.000,2024-05-05 00:25:00.000,Late,Thai,Manchester,4.6,2023-05-30,M0018,3,12.52,37.56
O00371,C0988,R048,2024-05-05 00:00:00.000,2024-05-05 00:25:00.000,Late,Thai,Manchester,4.6,2023-05-30,M0131,2,14.59,29.18
O00371,C0988,R048,2024-05-05 00:00:00.000,2024-05-05 00:25:00.000,Late,Thai,Manchester,4.6,2023-05-30,M0350,3,23.53,70.59
O00372,C1177,R112,2023-06-11 00:00:00.000,2023-06-11 01:23:00.000,Cancelled,Thai,Liverpool,3.4,2022-12-20,M0200,3,23.77,71.31
O00372,C1177,R112,2023-06-11 00:00:00.000,2023-06-11 01:23:00.000,Cancelled,Thai,Liverpool,3.4,2022-12-20,M0050,1,18.44,18.44
O00373,C1047,R036,2023-09-09 00:00:00.000,2023-09-09 00:43:00.000,Cancelled,Mexican,London,4.8,2022-11-14,M0084,3,25.89,77.67
O00374,C0111,R068,2023-04-24 00:00:00.000,2023-04-24 00:36:00.000,Cancelled,Italian,Liverpool,4.2,2022-08-19,M0302,2,22.97,45.94
O00375,C0067,R065,2023-09-02 00:00:00.000,2023-09-02 01:29:00.000,Cancelled,Chinese,Leeds,3.9,2022-02-18,M0310,1,5.42,5.42
O00375,C0067,R065,2023-09-02 00:00:00.000,2023-09-02 01:29:00.000,Cancelled,Chinese,Leeds,3.9,2022-02-18,M0045,2,9.91,19.82
O00376,C0937,R016,2023-07-21 00:00:00.000,2023-07-21 00:42:00.000,Late,Thai,Bristol,4.9,2022-03-28,M0007,3,10.75,32.25
O00376,C0937,R016,2023-07-21 00:00:00.000,2023-07-21 00:42:00.000,Late,Thai,Bristol,4.9,2022-03-28,M0069,1,30.76,30.76
O00376,C0937,R016,2023-07-21 00:00:00.000,2023-07-21 00:42:00.000,Late,Thai,Bristol,4.9,2022-03-28,M0230,2,28.59,57.18
O00377,C0647,R089,2023-09-23 00:00:00.000,2023-09-23 01:18:00.000,Delivered,Indian,Leeds,3.6,2022-10-30,M0235,1,18.40,18.40
O00377,C0647,R089,2023-09-23 00:00:00.000,2023-09-23 01:18:00.000,Delivered,Indian,Leeds,3.6,2022-10-30,M0373,1,21.73,21.73
O00377,C0647,R089,2023-09-23 00:00:00.000,2023-09-23 01:18:00.000,Delivered,Indian,Leeds,3.6,2022-10-30,M0260,1,5.22,5.22
O00377,C0647,R089,2023-09-23 00:00:00.000,2023-09-23 01:18:00.000,Delivered,Indian,Leeds,3.6,2022-10-30,M0090,1,9.75,9.75
O00378,C0778,R075,2023-01-07 00:00:00.000,2023-01-07 00:46:00.000,Delivered,Chinese,London,3.3,2023-11-13,M0210,1,30.96,30.96
O00378,C0778,R075,2023-01-07 00:00:00.000,2023-01-07 00:46:00.000,Delivered,Chinese,London,3.3,2023-11-13,M0396,3,15.31,45.93
O00378,C0778,R075,2023-01-07 00:00:00.000,2023-01-07 00:46:00.000,Delivered,Chinese,London,3.3,2023-11-13,M0252,2,17.91,35.82
O00378,C0778,R075,2023-01-07 00:00:00.000,2023-01-07 00:46:00.000,Delivered,Chinese,London,3.3,2023-11-13,M0094,2,29.55,59.10
O00379,C1255,R111,2023-06-16 00:00:00.000,2023-06-16 01:06:00.000,Cancelled,Thai,Liverpool,4.1,2023-08-10,M0146,1,21.72,21.72
O00380,C0539,R031,2023-04-06 00:00:00.000,2023-04-06 01:30:00.000,Cancelled,Thai,London,3.2,2023-04-11,M0200,3,23.77,71.31
O00381,C0750,R024,2023-08-30 00:00:00.000,2023-08-30 01:03:00.000,Cancelled,Mexican,Manchester,3.5,2023-09-22,M0336,1,9.80,9.80
O00381,C0750,R024,2023-08-30 00:00:00.000,2023-08-30 01:03:00.000,Cancelled,Mexican,Manchester,3.5,2023-09-22,M0027,1,25.89,25.89
O00381,C0750,R024,2023-08-30 00:00:00.000,2023-08-30 01:03:00.000,Cancelled,Mexican,Manchester,3.5,2023-09-22,M0095,1,13.74,13.74
O00382,C0859,R090,2023-08-06 00:00:00.000,2023-08-06 00:46:00.000,Cancelled,American,Birmingham,3.2,2023-10-18,M0004,2,29.88,59.76
O00382,C0859,R090,2023-08-06 00:00:00.000,2023-08-06 00:46:00.000,Cancelled,American,Birmingham,3.2,2023-10-18,M0162,3,9.90,29.70
O00382,C0859,R090,2023-08-06 00:00:00.000,2023-08-06 00:46:00.000,Cancelled,American,Birmingham,3.2,2023-10-18,M0184,2,24.89,49.78
O00383,C0573,R058,2023-07-06 00:00:00.000,2023-07-06 01:11:00.000,Delivered,Italian,Liverpool,3.6,2022-10-01,M0347,2,12.67,25.34
O00384,C1180,R088,2023-10-20 00:00:00.000,2023-10-20 00:36:00.000,Delivered,American,Liverpool,4.6,2022-04-19,M0214,3,38.36,115.08
O00385,C1477,R035,2024-02-21 00:00:00.000,2024-02-21 00:32:00.000,Delivered,American,Bristol,4.6,2022-08-02,M0141,2,12.92,25.84
O00385,C1477,R035,2024-02-21 00:00:00.000,2024-02-21 00:32:00.000,Delivered,American,Bristol,4.6,2022-08-02,M0086,3,15.24,45.72
O00386,C0781,R026,2023-10-12 00:00:00.000,2023-10-12 01:15:00.000,Delivered,Indian,Birmingham,4.6,2022-04-04,M0162,2,9.90,19.80
O00386,C0781,R026,2023-10-12 00:00:00.000,2023-10-12 01:15:00.000,Delivered,Indian,Birmingham,4.6,2022-04-04,M0336,2,9.80,19.60
O00387,C0969,R104,2024-02-14 00:00:00.000,2024-02-14 00:39:00.000,Delivered,Mexican,Liverpool,4.3,2023-11-26,M0161,1,8.03,8.03
O00388,C1024,R018,2023-04-01 00:00:00.000,2023-04-01 01:13:00.000,Late,Italian,Liverpool,4.1,2023-06-04,M0399,2,34.78,69.56
O00388,C1024,R018,2023-04-01 00:00:00.000,2023-04-01 01:13:00.000,Late,Italian,Liverpool,4.1,2023-06-04,M0297,3,29.66,88.98
O00388,C1024,R018,2023-04-01 00:00:00.000,2023-04-01 01:13:00.000,Late,Italian,Liverpool,4.1,2023-06-04,M0106,1,20.91,20.91
O00389,C1476,R041,2023-09-22 00:00:00.000,2023-09-22 01:28:00.000,Cancelled,Italian,Manchester,4.9,2022-08-11,M0200,3,23.77,71.31
O00390,C1152,R110,2023-06-03 00:00:00.000,2023-06-03 00:52:00.000,Late,Italian,Birmingham,3.4,2023-08-18,M0261,3,5.84,17.52
O00390,C1152,R110,2023-06-03 00:00:00.000,2023-06-03 00:52:00.000,Late,Italian,Birmingham,3.4,2023-08-18,M0113,1,23.70,23.70
O00390,C1152,R110,2023-06-03 00:00:00.000,2023-06-03 00:52:00.000,Late,Italian,Birmingham,3.4,2023-08-18,M0148,3,33.21,99.63
O00390,C1152,R110,2023-06-03 00:00:00.000,2023-06-03 00:52:00.000,Late,Italian,Birmingham,3.4,2023-08-18,M0291,3,9.23,27.69
O00391,C0203,R089,2023-01-25 00:00:00.000,2023-01-25 01:10:00.000,Delivered,Indian,Leeds,3.6,2022-10-06,M0267,2,15.76,31.52
O00391,C0203,R089,2023-01-25 00:00:00.000,2023-01-25 01:10:00.000,Delivered,Indian,Leeds,3.6,2022-10-06,M0108,2,35.41,70.82
O00392,C0521,R061,2023-01-31 00:00:00.000,2023-01-31 00:47:00.000,Late,Thai,Manchester,4.5,2023-11-22,M0304,1,39.67,39.67
O00392,C0521,R061,2023-01-31 00:00:00.000,2023-01-31 00:47:00.000,Late,Thai,Manchester,4.5,2023-11-22,M0349,2,7.05,14.10
O00392,C0521,R061,2023-01-31 00:00:00.000,2023-01-31 00:47:00.000,Late,Thai,Manchester,4.5,2023-11-22,M0104,1,31.24,31.24
O00392,C0521,R061,2023-01-31 00:00:00.000,2023-01-31 00:47:00.000,Late,Thai,Manchester,4.5,2023-11-22,M0064,2,24.01,48.02
O00393,C0686,R034,2023-02-19 00:00:00.000,2023-02-19 01:17:00.000,Cancelled,Chinese,London,4.0,2023-11-20,M0332,3,13.60,40.80
O00393,C0686,R034,2023-02-19 00:00:00.000,2023-02-19 01:17:00.000,Cancelled,Chinese,London,4.0,2023-11-20,M0041,1,27.24,27.24
O00393,C0686,R034,2023-02-19 00:00:00.000,2023-02-19 01:17:00.000,Cancelled,Chinese,London,4.0,2023-11-20,M0327,3,19.93,59.79
O00393,C0686,R034,2023-02-19 00:00:00.000,2023-02-19 01:17:00.000,Cancelled,Chinese,London,4.0,2023-11-20,M0009,1,24.32,24.32
O00394,C0705,R003,2023-07-04 00:00:00.000,2023-07-04 00:52:00.000,Cancelled,Chinese,Leeds,4.1,2023-07-08,M0118,2,9.57,19.14
O00394,C0705,R003,2023-07-04 00:00:00.000,2023-07-04 00:52:00.000,Cancelled,Chinese,Leeds,4.1,2023-07-08,M0400,1,38.78,38.78
O00394,C0705,R003,2023-07-04 00:00:00.000,2023-07-04 00:52:00.000,Cancelled,Chinese,Leeds,4.1,2023-07-08,M0115,2,12.41,24.82
O00395,C1392,R078,2023-03-04 00:00:00.000,2023-03-04 01:04:00.000,Delivered,Chinese,Bristol,4.3,2022-01-23,M0042,1,37.17,37.17
O00395,C1392,R078,2023-03-04 00:00:00.000,2023-03-04 01:04:00.000,Delivered,Chinese,Bristol,4.3,2022-01-23,M0335,3,8.07,24.21
O00396,C0358,R100,2023-10-23 00:00:00.000,2023-10-23 01:28:00.000,Cancelled,Mexican,Leeds,4.2,2023-08-01,M0056,2,32.86,65.72
O00396,C0358,R100,2023-10-23 00:00:00.000,2023-10-23 01:28:00.000,Cancelled,Mexican,Leeds,4.2,2023-08-01,M0048,1,38.31,38.31
O00397,C1379,R066,2023-07-01 00:00:00.000,2023-07-01 01:01:00.000,Cancelled,Mexican,Liverpool,3.8,2022-06-03,M0277,1,22.69,22.69
O00397,C1379,R066,2023-07-01 00:00:00.000,2023-07-01 01:01:00.000,Cancelled,Mexican,Liverpool,3.8,2022-06-03,M0228,3,10.51,31.53
O00397,C1379,R066,2023-07-01 00:00:00.000,2023-07-01 01:01:00.000,Cancelled,Mexican,Liverpool,3.8,2022-06-03,M0106,2,20.91,41.82
O00398,C0161,R049,2024-02-01 00:00:00.000,2024-02-01 01:17:00.000,Late,Thai,Bristol,3.2,2023-07-10,M0271,2,29.91,59.82
O00399,C1294,R019,2023-05-27 00:00:00.000,2023-05-27 01:19:00.000,Delivered,Italian,London,4.1,2023-05-06,M0078,3,35.14,105.42
O00399,C1294,R019,2023-05-27 00:00:00.000,2023-05-27 01:19:00.000,Delivered,Italian,London,4.1,2023-05-06,M0109,3,30.65,91.95
O00399,C1294,R019,2023-05-27 00:00:00.000,2023-05-27 01:19:00.000,Delivered,Italian,London,4.1,2023-05-06,M0016,1,20.74,20.74
O00400,C0864,R081,2023-11-24 00:00:00.000,2023-11-24 01:03:00.000,Late,American,Birmingham,4.7,2023-01-06,M0084,2,25.89,51.78
O00400,C0864,R081,2023-11-24 00:00:00.000,2023-11-24 01:03:00.000,Late,American,Birmingham,4.7,2023-01-06,M0129,2,27.75,55.50
O00400,C0864,R081,2023-11-24 00:00:00.000,2023-11-24 01:03:00.000,Late,American,Birmingham,4.7,2023-01-06,M0077,3,25.58,76.74
O00401,C0147,R011,2023-10-20 00:00:00.000,2023-10-20 01:11:00.000,Delivered,Italian,Bristol,3.1,2022-01-16,M0171,3,34.68,104.04
O00401,C0147,R011,2023-10-20 00:00:00.000,2023-10-20 01:11:00.000,Delivered,Italian,Bristol,3.1,2022-01-16,M0111,2,28.25,56.50
O00401,C0147,R011,2023-10-20 00:00:00.000,2023-10-20 01:11:00.000,Delivered,Italian,Bristol,3.1,2022-01-16,M0087,2,14.36,28.72
O00401,C0147,R011,2023-10-20 00:00:00.000,2023-10-20 01:11:00.000,Delivered,Italian,Bristol,3.1,2022-01-16,M0145,2,19.78,39.56
O00402,C0643,R041,2023-06-25 00:00:00.000,2023-06-25 00:49:00.000,Late,Italian,Manchester,4.9,2023-01-29,M0233,3,35.20,105.60
O00402,C0643,R041,2023-06-25 00:00:00.000,2023-06-25 00:49:00.000,Late,Italian,Manchester,4.9,2023-01-29,M0328,1,12.52,12.52
O00402,C0643,R041,2023-06-25 00:00:00.000,2023-06-25 00:49:00.000,Late,Italian,Manchester,4.9,2023-01-29,M0026,1,38.81,38.81
O00403,C1240,R083,2023-05-30 00:00:00.000,2023-05-30 00:54:00.000,Cancelled,American,Bristol,4.9,2023-01-13,M0011,3,13.11,39.33
O00403,C1240,R083,2023-05-30 00:00:00.000,2023-05-30 00:54:00.000,Cancelled,American,Bristol,4.9,2023-01-13,M0298,1,6.41,6.41
O00404,C0744,R096,2023-05-19 00:00:00.000,2023-05-19 01:16:00.000,Late,American,Bristol,4.0,2022-04-27,M0155,2,5.30,10.60
O00404,C0744,R096,2023-05-19 00:00:00.000,2023-05-19 01:16:00.000,Late,American,Bristol,4.0,2022-04-27,M0129,1,27.75,27.75
O00404,C0744,R096,2023-05-19 00:00:00.000,2023-05-19 01:16:00.000,Late,American,Bristol,4.0,2022-04-27,M0066,2,6.46,12.92
O00404,C0744,R096,2023-05-19 00:00:00.000,2023-05-19 01:16:00.000,Late,American,Bristol,4.0,2022-04-27,M0220,1,32.00,32.00
O00405,C0848,R022,2023-09-24 00:00:00.000,2023-09-24 01:17:00.000,Delivered,Thai,Leeds,4.6,2022-05-13,M0324,1,25.09,25.09
O00405,C0848,R022,2023-09-24 00:00:00.000,2023-09-24 01:17:00.000,Delivered,Thai,Leeds,4.6,2022-05-13,M0149,2,15.97,31.94
O00405,C0848,R022,2023-09-24 00:00:00.000,2023-09-24 01:17:00.000,Delivered,Thai,Leeds,4.6,2022-05-13,M0215,2,23.10,46.20
O00406,C0257,R094,2024-03-13 00:00:00.000,2024-03-13 00:22:00.000,Delivered,American,Bristol,3.4,2022-12-20,M0341,2,32.37,64.74
O00406,C0257,R094,2024-03-13 00:00:00.000,2024-03-13 00:22:00.000,Delivered,American,Bristol,3.4,2022-12-20,M0331,3,26.49,79.47
O00406,C0257,R094,2024-03-13 00:00:00.000,2024-03-13 00:22:00.000,Delivered,American,Bristol,3.4,2022-12-20,M0200,3,23.77,71.31
O00406,C0257,R094,2024-03-13 00:00:00.000,2024-03-13 00:22:00.000,Delivered,American,Bristol,3.4,2022-12-20,M0258,3,36.52,109.56
O00407,C1436,R096,2023-12-05 00:00:00.000,2023-12-05 00:52:00.000,Delivered,American,Bristol,4.0,2022-08-28,M0308,2,21.17,42.34
O00408,C0814,R014,2023-04-18 00:00:00.000,2023-04-18 00:41:00.000,Delivered,Chinese,London,3.4,2022-05-26,M0151,2,32.07,64.14
O00408,C0814,R014,2023-04-18 00:00:00.000,2023-04-18 00:41:00.000,Delivered,Chinese,London,3.4,2022-05-26,M0158,2,31.19,62.38
O00408,C0814,R014,2023-04-18 00:00:00.000,2023-04-18 00:41:00.000,Delivered,Chinese,London,3.4,2022-05-26,M0164,3,17.30,51.90
O00408,C0814,R014,2023-04-18 00:00:00.000,2023-04-18 00:41:00.000,Delivered,Chinese,London,3.4,2022-05-26,M0101,3,20.82,62.46
O00409,C1124,R007,2023-02-02 00:00:00.000,2023-02-02 01:20:00.000,Delivered,Indian,Manchester,3.3,2022-03-09,M0216,2,30.23,60.46
O00409,C1124,R007,2023-02-02 00:00:00.000,2023-02-02 01:20:00.000,Delivered,Indian,Manchester,3.3,2022-03-09,M0339,2,39.79,79.58
O00409,C1124,R007,2023-02-02 00:00:00.000,2023-02-02 01:20:00.000,Delivered,Indian,Manchester,3.3,2022-03-09,M0268,1,23.54,23.54
O00409,C1124,R007,2023-02-02 00:00:00.000,2023-02-02 01:20:00.000,Delivered,Indian,Manchester,3.3,2022-03-09,M0033,3,26.51,79.53
O00410,C1074,R098,2024-01-30 00:00:00.000,2024-01-30 01:10:00.000,Delivered,Thai,Manchester,4.4,2022-12-28,M0069,3,30.76,92.28
O00410,C1074,R098,2024-01-30 00:00:00.000,2024-01-30 01:10:00.000,Delivered,Thai,Manchester,4.4,2022-12-28,M0090,1,9.75,9.75
O00410,C1074,R098,2024-01-30 00:00:00.000,2024-01-30 01:10:00.000,Delivered,Thai,Manchester,4.4,2022-12-28,M0036,2,9.09,18.18
O00410,C1074,R098,2024-01-30 00:00:00.000,2024-01-30 01:10:00.000,Delivered,Thai,Manchester,4.4,2022-12-28,M0158,2,31.19,62.38
O00411,C1266,R020,2023-02-23 00:00:00.000,2023-02-23 00:53:00.000,Delivered,Indian,Liverpool,5.0,2022-11-29,M0194,1,29.56,29.56
O00411,C1266,R020,2023-02-23 00:00:00.000,2023-02-23 00:53:00.000,Delivered,Indian,Liverpool,5.0,2022-11-29,M0257,2,32.16,64.32
O00412,C0634,R030,2023-12-02 00:00:00.000,2023-12-02 01:09:00.000,Delivered,Italian,Bristol,5.0,2022-01-10,M0177,1,38.41,38.41
O00413,C0908,R081,2024-01-13 00:00:00.000,2024-01-13 00:56:00.000,Delivered,American,Birmingham,4.7,2022-07-12,M0113,2,23.70,47.40
O00413,C0908,R081,2024-01-13 00:00:00.000,2024-01-13 00:56:00.000,Delivered,American,Birmingham,4.7,2022-07-12,M0377,1,33.08,33.08
O00413,C0908,R081,2024-01-13 00:00:00.000,2024-01-13 00:56:00.000,Delivered,American,Birmingham,4.7,2022-07-12,M0172,2,35.65,71.30
O00413,C0908,R081,2024-01-13 00:00:00.000,2024-01-13 00:56:00.000,Delivered,American,Birmingham,4.7,2022-07-12,M0038,1,18.60,18.60
O00414,C0350,R004,2023-03-09 00:00:00.000,2023-03-09 01:27:00.000,Delivered,Thai,Birmingham,3.5,2023-03-23,M0005,3,34.72,104.16
O00414,C0350,R004,2023-03-09 00:00:00.000,2023-03-09 01:27:00.000,Delivered,Thai,Birmingham,3.5,2023-03-23,M0259,3,32.86,98.58
O00415,C0667,R111,2023-12-06 00:00:00.000,2023-12-06 01:05:00.000,Cancelled,Thai,Liverpool,4.1,2022-10-30,M0014,2,18.85,37.70
O00415,C0667,R111,2023-12-06 00:00:00.000,2023-12-06 01:05:00.000,Cancelled,Thai,Liverpool,4.1,2022-10-30,M0364,1,29.62,29.62
O00415,C0667,R111,2023-12-06 00:00:00.000,2023-12-06 01:05:00.000,Cancelled,Thai,Liverpool,4.1,2022-10-30,M0019,2,31.33,62.66
O00416,C0558,R071,2023-08-28 00:00:00.000,2023-08-28 01:29:00.000,Cancelled,Thai,Liverpool,4.8,2023-07-20,M0257,1,32.16,32.16
O00416,C0558,R071,2023-08-28 00:00:00.000,2023-08-28 01:29:00.000,Cancelled,Thai,Liverpool,4.8,2023-07-20,M0078,3,35.14,105.42
O00416,C0558,R071,2023-08-28 00:00:00.000,2023-08-28 01:29:00.000,Cancelled,Thai,Liverpool,4.8,2023-07-20,M0233,2,35.20,70.40
O00416,C0558,R071,2023-08-28 00:00:00.000,2023-08-28 01:29:00.000,Cancelled,Thai,Liverpool,4.8,2023-07-20,M0004,1,29.88,29.88
O00417,C0363,R076,2023-03-11 00:00:00.000,2023-03-11 01:29:00.000,Late,Indian,Leeds,3.6,2022-09-24,M0237,2,6.24,12.48
O00417,C0363,R076,2023-03-11 00:00:00.000,2023-03-11 01:29:00.000,Late,Indian,Leeds,3.6,2022-09-24,M0359,2,34.37,68.74
O00417,C0363,R076,2023-03-11 00:00:00.000,2023-03-11 01:29:00.000,Late,Indian,Leeds,3.6,2022-09-24,M0201,2,25.53,51.06
O00418,C1073,R082,2023-08-22 00:00:00.000,2023-08-22 01:15:00.000,Late,American,Birmingham,3.9,2023-04-03,M0086,2,15.24,30.48
O00418,C1073,R082,2023-08-22 00:00:00.000,2023-08-22 01:15:00.000,Late,American,Birmingham,3.9,2023-04-03,M0029,2,17.18,34.36
O00419,C0712,R062,2023-10-01 00:00:00.000,2023-10-01 00:59:00.000,Late,Indian,Birmingham,3.2,2023-01-15,M0244,1,22.57,22.57
O00419,C0712,R062,2023-10-01 00:00:00.000,2023-10-01 00:59:00.000,Late,Indian,Birmingham,3.2,2023-01-15,M0178,3,18.51,55.53
O00420,C0905,R040,2023-04-27 00:00:00.000,2023-04-27 00:31:00.000,Cancelled,Indian,Liverpool,4.1,2023-07-22,M0169,2,26.27,52.54
O00420,C0905,R040,2023-04-27 00:00:00.000,2023-04-27 00:31:00.000,Cancelled,Indian,Liverpool,4.1,2023-07-22,M0097,3,31.65,94.95
O00420,C0905,R040,2023-04-27 00:00:00.000,2023-04-27 00:31:00.000,Cancelled,Indian,Liverpool,4.1,2023-07-22,M0002,1,20.84,20.84
O00420,C0905,R040,2023-04-27 00:00:00.000,2023-04-27 00:31:00.000,Cancelled,Indian,Liverpool,4.1,2023-07-22,M0284,1,34.12,34.12
O00421,C0319,R039,2023-07-31 00:00:00.000,2023-07-31 00:53:00.000,Delivered,Italian,London,4.4,2023-07-16,M0084,2,25.89,51.78
O00421,C0319,R039,2023-07-31 00:00:00.000,2023-07-31 00:53:00.000,Delivered,Italian,London,4.4,2023-07-16,M0201,3,25.53,76.59
O00421,C0319,R039,2023-07-31 00:00:00.000,2023-07-31 00:53:00.000,Delivered,Italian,London,4.4,2023-07-16,M0171,3,34.68,104.04
O00422,C0280,R045,2023-01-01 00:00:00.000,2023-01-01 01:26:00.000,Cancelled,Indian,Manchester,4.1,2023-08-06,M0026,3,38.81,116.43
O00422,C0280,R045,2023-01-01 00:00:00.000,2023-01-01 01:26:00.000,Cancelled,Indian,Manchester,4.1,2023-08-06,M0242,3,14.49,43.47
O00422,C0280,R045,2023-01-01 00:00:00.000,2023-01-01 01:26:00.000,Cancelled,Indian,Manchester,4.1,2023-08-06,M0196,1,26.56,26.56
O00422,C0280,R045,2023-01-01 00:00:00.000,2023-01-01 01:26:00.000,Cancelled,Indian,Manchester,4.1,2023-08-06,M0262,3,17.12,51.36
O00423,C0018,R089,2023-08-29 00:00:00.000,2023-08-29 01:28:00.000,Cancelled,Indian,Leeds,3.6,2022-10-12,M0284,3,34.12,102.36
O00423,C0018,R089,2023-08-29 00:00:00.000,2023-08-29 01:28:00.000,Cancelled,Indian,Leeds,3.6,2022-10-12,M0247,2,38.39,76.78
O00424,C0614,R002,2024-04-29 00:00:00.000,2024-04-29 01:21:00.000,Cancelled,Chinese,Leeds,4.1,2022-04-11,M0154,3,7.39,22.17
O00424,C0614,R002,2024-04-29 00:00:00.000,2024-04-29 01:21:00.000,Cancelled,Chinese,Leeds,4.1,2022-04-11,M0075,2,32.15,64.30
O00425,C1223,R030,2024-02-13 00:00:00.000,2024-02-13 00:57:00.000,Delivered,Italian,Bristol,5.0,2023-06-06,M0025,2,35.19,70.38
O00425,C1223,R030,2024-02-13 00:00:00.000,2024-02-13 00:57:00.000,Delivered,Italian,Bristol,5.0,2023-06-06,M0211,1,11.15,11.15
O00426,C0387,R053,2023-10-08 00:00:00.000,2023-10-08 01:07:00.000,Late,Mexican,Leeds,4.9,2022-11-16,M0261,1,5.84,5.84
O00426,C0387,R053,2023-10-08 00:00:00.000,2023-10-08 01:07:00.000,Late,Mexican,Leeds,4.9,2022-11-16,M0087,3,14.36,43.08
O00426,C0387,R053,2023-10-08 00:00:00.000,2023-10-08 01:07:00.000,Late,Mexican,Leeds,4.9,2022-11-16,M0031,1,33.48,33.48
O00427,C0512,R021,2023-08-12 00:00:00.000,2023-08-12 01:10:00.000,Late,Italian,Liverpool,4.6,2022-11-08,M0384,1,18.85,18.85
O00427,C0512,R021,2023-08-12 00:00:00.000,2023-08-12 01:10:00.000,Late,Italian,Liverpool,4.6,2022-11-08,M0235,3,18.40,55.20
O00427,C0512,R021,2023-08-12 00:00:00.000,2023-08-12 01:10:00.000,Late,Italian,Liverpool,4.6,2022-11-08,M0099,1,25.21,25.21
O00427,C0512,R021,2023-08-12 00:00:00.000,2023-08-12 01:10:00.000,Late,Italian,Liverpool,4.6,2022-11-08,M0017,3,18.61,55.83
O00428,C0775,R029,2024-01-13 00:00:00.000,2024-01-13 01:09:00.000,Cancelled,Thai,Manchester,3.6,2023-03-02,M0248,1,35.69,35.69
O00428,C0775,R029,2024-01-13 00:00:00.000,2024-01-13 01:09:00.000,Cancelled,Thai,Manchester,3.6,2023-03-02,M0279,3,25.72,77.16
O00429,C1281,R031,2023-02-10 00:00:00.000,2023-02-10 01:14:00.000,Late,Thai,London,3.2,2023-05-16,M0327,2,19.93,39.86
